LLM_MODEL,LANG,TASK_ID,SNIPPET_ID,SAMPLE_ID,EXECUTION_PLUS_BINARY,EXECUTION_PLUS_RATIO,BLEU,ROUGE-L,METEOR,chrF,CodeBLEU,RUBY,CBS_F1,CBS_F3,ICE-Score,ICE-Score w/o r,CJ-BIN,CJ-BIN w/o r,CJ-Score,CJ-Score w/o r,V-BIN,V-BIN w/o r,V-Score,V-Score w/o r
Qwen3-Next-80B,js,73,17,2,0.0,0.002061855670103093,0.14343949064802528,0.4385964912280701,0.40292056512560426,0.2958168833328453,0.5587639405504123,0.27118644067796616,0.8238145112991333,0.8110204935073853,4.0,4.0,1.0,0.0,0.5,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,73,12,0,0.0,0.002061855670103093,0.4759115667109252,0.7454545454545455,0.7049953291705591,0.46038171608603806,0.6718307173814764,0.6363636363636364,0.9044327139854431,0.8919650316238403,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,12,1,0.0,0.002061855670103093,0.4759115667109252,0.7454545454545455,0.7049953291705591,0.46038171608603806,0.6718307173814764,0.6363636363636364,0.9044327139854431,0.8919650316238403,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,12,2,0.0,0.002061855670103093,0.4759115667109252,0.7454545454545455,0.7049953291705591,0.46038171608603806,0.6718307173814764,0.6363636363636364,0.9044327139854431,0.8919650316238403,4.0,4.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,73,6,0,0.0,0.002061855670103093,0.14343949064802528,0.4385964912280701,0.40292056512560426,0.2930211589244413,0.5587639405504123,0.27118644067796616,0.8281693458557129,0.8141146302223206,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,6,1,0.0,0.002061855670103093,0.14343949064802528,0.4385964912280701,0.40292056512560426,0.2930211589244413,0.5587639405504123,0.27118644067796616,0.8281693458557129,0.8141146302223206,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,6,2,0.0,0.002061855670103093,0.14343949064802528,0.4385964912280701,0.40292056512560426,0.2930211589244413,0.5587639405504123,0.27118644067796616,0.8281693458557129,0.8141146302223206,4.0,4.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,73,18,0,0.0,0.002061855670103093,0.508089941806722,0.7387387387387387,0.6726645785871403,0.4892086425419424,0.6771937798974424,0.625,0.906636655330658,0.8939586877822876,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,18,1,0.0,0.002061855670103093,0.508089941806722,0.7387387387387387,0.6726645785871403,0.4892086425419424,0.6771937798974424,0.625,0.906636655330658,0.8939586877822876,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,18,2,0.0,0.002061855670103093,0.508089941806722,0.7387387387387387,0.6726645785871403,0.4892086425419424,0.6771937798974424,0.625,0.906636655330658,0.8939586877822876,4.0,4.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,73,15,0,0.0,0.002061855670103093,0.5302466017570859,0.7454545454545455,0.7138502384581347,0.5071179353466134,0.6808865565558365,0.6363636363636364,0.9075710773468018,0.8951215147972107,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,15,1,0.0,0.002061855670103093,0.5302466017570859,0.7454545454545455,0.7138502384581347,0.5071179353466134,0.6808865565558365,0.6363636363636364,0.9075710773468018,0.8951215147972107,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,15,2,0.0,0.002061855670103093,0.5302466017570859,0.7454545454545455,0.7138502384581347,0.5071179353466134,0.6808865565558365,0.6363636363636364,0.9075710773468018,0.8951215147972107,4.0,4.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,73,13,0,0.0,0.002061855670103093,0.14294874633929128,0.33816425120772947,0.5174652241112829,0.2975866441522747,0.6297508569297143,0.21052631578947367,0.7513569593429565,0.7797974348068237,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,2.0
Qwen3-Next-80B,js,73,13,1,0.0,0.002061855670103093,0.14294874633929128,0.33816425120772947,0.5174652241112829,0.2975866441522747,0.6297508569297143,0.21052631578947367,0.7513569593429565,0.7797974348068237,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,2.0
Qwen3-Next-80B,js,73,13,2,0.0,0.002061855670103093,0.14294874633929128,0.33816425120772947,0.5174652241112829,0.2975866441522747,0.6297508569297143,0.21052631578947367,0.7513569593429565,0.7797974348068237,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Qwen3-Next-80B,js,73,9,0,0.0,0.002061855670103093,0.14343949064802528,0.4385964912280701,0.40292056512560426,0.3050967326404743,0.5587639405504123,0.27118644067796616,0.8197783827781677,0.8069165349006653,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,9,1,0.0,0.002061855670103093,0.14343949064802528,0.4385964912280701,0.40292056512560426,0.3050967326404743,0.5587639405504123,0.27118644067796616,0.8197783827781677,0.8069165349006653,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,9,2,0.0,0.002061855670103093,0.14343949064802528,0.4385964912280701,0.40292056512560426,0.3050967326404743,0.5587639405504123,0.27118644067796616,0.8197783827781677,0.8069165349006653,4.0,4.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,73,4,0,0.0,0.002061855670103093,0.14098662961310673,0.43478260869565216,0.40219458212537795,0.295275992955825,0.5499163118125251,0.2833333333333333,0.8206680417060852,0.81128990650177,4.0,4.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,4,1,0.0,0.002061855670103093,0.14098662961310673,0.43478260869565216,0.40219458212537795,0.295275992955825,0.5499163118125251,0.2833333333333333,0.8206680417060852,0.81128990650177,4.0,4.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,4,2,0.0,0.002061855670103093,0.14098662961310673,0.43478260869565216,0.40219458212537795,0.295275992955825,0.5499163118125251,0.2833333333333333,0.8206680417060852,0.81128990650177,4.0,4.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,73,14,0,0.0,0.002061855670103093,0.23332579659784627,0.5343511450381679,0.43617608012057696,0.3296504545805476,0.6298883255051452,0.35526315789473684,0.8406395316123962,0.845058262348175,4.0,4.0,0.0,0.0,0.5,0.5,0.0,0.0,3.0,3.0
Qwen3-Next-80B,js,73,14,1,0.0,0.002061855670103093,0.23332579659784627,0.5343511450381679,0.43617608012057696,0.3296504545805476,0.6298883255051452,0.35526315789473684,0.8406395316123962,0.845058262348175,4.0,4.0,1.0,0.0,0.5,0.5,0.0,0.0,3.0,3.0
Qwen3-Next-80B,js,73,14,2,0.0,0.002061855670103093,0.23332579659784627,0.5343511450381679,0.43617608012057696,0.3296504545805476,0.6298883255051452,0.35526315789473684,0.8406395316123962,0.845058262348175,2.0,4.0,0.0,0.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,js,73,5,0,0.0,0.002061855670103093,0.5302466017570859,0.7454545454545455,0.7138502384581347,0.5071179353466134,0.6808865565558365,0.6363636363636364,0.9075710773468018,0.8951215147972107,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,5,1,0.0,0.002061855670103093,0.5302466017570859,0.7454545454545455,0.7138502384581347,0.5071179353466134,0.6808865565558365,0.6363636363636364,0.9075710773468018,0.8951215147972107,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,73,5,2,0.0,0.002061855670103093,0.5302466017570859,0.7454545454545455,0.7138502384581347,0.5071179353466134,0.6808865565558365,0.6363636363636364,0.9075710773468018,0.8951215147972107,4.0,4.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,73,19,0,0.0,0.0010309278350515464,0.2573822015733372,0.5714285714285715,0.47919692762384847,0.3616720290276747,0.6219952135817014,0.3943661971830986,0.8231706619262695,0.8271319270133972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-Next-80B,js,73,19,1,0.0,0.0010309278350515464,0.2573822015733372,0.5714285714285715,0.47919692762384847,0.3616720290276747,0.6219952135817014,0.3943661971830986,0.8231706619262695,0.8271319270133972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-Next-80B,js,73,19,2,0.0,0.0010309278350515464,0.2573822015733372,0.5714285714285715,0.47919692762384847,0.3616720290276747,0.6219952135817014,0.3943661971830986,0.8231706619262695,0.8271319270133972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-Next-80B,js,29,3,0,0.0,0.23847695390781562,0.41261520349079434,0.6829268292682927,0.7395201323772753,0.7491997026341951,0.6649029518879642,0.6086956521739131,0.9445355534553528,0.9603471755981445,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,3,1,0.0,0.23847695390781562,0.41261520349079434,0.6829268292682927,0.7395201323772753,0.7491997026341951,0.6649029518879642,0.6086956521739131,0.9445355534553528,0.9603471755981445,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,3,2,0.0,0.23847695390781562,0.41261520349079434,0.6829268292682927,0.7395201323772753,0.7491997026341951,0.6649029518879642,0.6086956521739131,0.9445355534553528,0.9603471755981445,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,0,0,0.0,0.0,0.2939918700508725,0.6046511627906976,0.7191967696169377,0.636851152612125,0.6221438905675174,0.52,0.9339657425880432,0.949707567691803,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
Qwen3-Next-80B,js,29,0,1,0.0,0.0,0.2939918700508725,0.6046511627906976,0.7191967696169377,0.636851152612125,0.6221438905675174,0.52,0.9339657425880432,0.949707567691803,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
Qwen3-Next-80B,js,29,0,2,0.0,0.0,0.2939918700508725,0.6046511627906976,0.7191967696169377,0.636851152612125,0.6221438905675174,0.52,0.9339657425880432,0.949707567691803,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0
Qwen3-Next-80B,js,29,8,0,0.0,0.23847695390781562,0.23203058032469898,0.5454545454545455,0.637511015988921,0.5466376086953123,0.6272297571178572,0.46153846153846156,0.8720186948776245,0.8850383162498474,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,8,1,0.0,0.23847695390781562,0.23203058032469898,0.5454545454545455,0.637511015988921,0.5466376086953123,0.6272297571178572,0.46153846153846156,0.8720186948776245,0.8850383162498474,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,8,2,0.0,0.23847695390781562,0.23203058032469898,0.5454545454545455,0.637511015988921,0.5466376086953123,0.6272297571178572,0.46153846153846156,0.8720186948776245,0.8850383162498474,4.0,4.0,1.0,1.0,1.0,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,js,29,7,0,0.0,0.23847695390781562,0.13788941125887122,0.4489795918367347,0.595088450807861,0.495329732679521,0.6575165737678055,0.3548387096774194,0.8382629156112671,0.8539185523986816,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,7,1,0.0,0.23847695390781562,0.13788941125887122,0.4489795918367347,0.595088450807861,0.495329732679521,0.6575165737678055,0.3548387096774194,0.8382629156112671,0.8539185523986816,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,7,2,0.0,0.23847695390781562,0.13788941125887122,0.4489795918367347,0.595088450807861,0.495329732679521,0.6575165737678055,0.3548387096774194,0.8382629156112671,0.8539185523986816,4.0,4.0,0.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,js,29,16,0,0.0,0.23847695390781562,0.14128129251952778,0.3333333333333333,0.46841563786008233,0.5162178853646866,0.5966921276456266,0.2222222222222222,0.7984837889671326,0.837457001209259,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,16,1,0.0,0.23847695390781562,0.14128129251952778,0.3333333333333333,0.46841563786008233,0.5162178853646866,0.5966921276456266,0.2222222222222222,0.7984837889671326,0.837457001209259,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,16,2,0.0,0.23847695390781562,0.14128129251952778,0.3333333333333333,0.46841563786008233,0.5162178853646866,0.5966921276456266,0.2222222222222222,0.7984837889671326,0.837457001209259,4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,2,0,0.0,0.23847695390781562,0.03784219180388753,0.2564102564102564,0.38413413413413416,0.2888880803709454,0.535005224660397,0.15000000000000002,0.7232067584991455,0.7322761416435242,4.0,4.0,1.0,1.0,0.95,0.95,1.0,1.0,3.0,3.0
Qwen3-Next-80B,js,29,2,1,0.0,0.23847695390781562,0.03784219180388753,0.2564102564102564,0.38413413413413416,0.2888880803709454,0.535005224660397,0.15000000000000002,0.7232067584991455,0.7322761416435242,4.0,4.0,1.0,1.0,0.95,0.95,1.0,1.0,3.0,3.0
Qwen3-Next-80B,js,29,2,2,0.0,0.23847695390781562,0.03784219180388753,0.2564102564102564,0.38413413413413416,0.2888880803709454,0.535005224660397,0.15000000000000002,0.7232067584991455,0.7322761416435242,4.0,4.0,1.0,0.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,js,29,11,0,0.0,0.23847695390781562,0.43280152762708535,0.7000000000000001,0.7435392635314996,0.7399533783393433,0.691255844991139,0.6363636363636364,0.9479658603668213,0.9631668925285339,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,11,1,0.0,0.23847695390781562,0.43280152762708535,0.7000000000000001,0.7435392635314996,0.7399533783393433,0.691255844991139,0.6363636363636364,0.9479658603668213,0.9631668925285339,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,11,2,0.0,0.23847695390781562,0.43280152762708535,0.7000000000000001,0.7435392635314996,0.7399533783393433,0.691255844991139,0.6363636363636364,0.9479658603668213,0.9631668925285339,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,1,0,0.0,0.0,0.11371681934875238,0.4545454545454546,0.5437352245862884,0.44201789383979057,0.5120167189132705,0.3846153846153846,0.8567560315132141,0.8685444593429565,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Qwen3-Next-80B,js,29,1,1,0.0,0.0,0.11371681934875238,0.4545454545454546,0.5437352245862884,0.44201789383979057,0.5120167189132705,0.3846153846153846,0.8567560315132141,0.8685444593429565,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Qwen3-Next-80B,js,29,1,2,0.0,0.0,0.11371681934875238,0.4545454545454546,0.5437352245862884,0.44201789383979057,0.5120167189132705,0.3846153846153846,0.8567560315132141,0.8685444593429565,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Qwen3-Next-80B,js,29,10,0,0.0,0.23847695390781562,0.14687928362740124,0.3428571428571429,0.44821666984550834,0.4904739063386399,0.5746366204164791,0.23076923076923073,0.8017469644546509,0.8398493528366089,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,10,1,0.0,0.23847695390781562,0.14687928362740124,0.3428571428571429,0.44821666984550834,0.4904739063386399,0.5746366204164791,0.23076923076923073,0.8017469644546509,0.8398493528366089,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,10,2,0.0,0.23847695390781562,0.14687928362740124,0.3428571428571429,0.44821666984550834,0.4904739063386399,0.5746366204164791,0.23076923076923073,0.8017469644546509,0.8398493528366089,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,17,0,0.0,0.0,0.1674349890815697,0.5531914893617021,0.664600918901592,0.5607851623614387,0.6010510770726336,0.4482758620689655,0.9005756974220276,0.9171178340911865,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Qwen3-Next-80B,js,29,17,1,0.0,0.0,0.1674349890815697,0.5531914893617021,0.664600918901592,0.5607851623614387,0.6010510770726336,0.4482758620689655,0.9005756974220276,0.9171178340911865,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Qwen3-Next-80B,js,29,17,2,0.0,0.0,0.1674349890815697,0.5531914893617021,0.664600918901592,0.5607851623614387,0.6010510770726336,0.4482758620689655,0.9005756974220276,0.9171178340911865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Qwen3-Next-80B,js,29,12,0,0.0,0.23847695390781562,0.18317070220681322,0.4,0.4959694989106753,0.5381118911965059,0.6726392131682201,0.2857142857142857,0.8208377361297607,0.8559643626213074,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,12,1,0.0,0.23847695390781562,0.18317070220681322,0.4,0.4959694989106753,0.5381118911965059,0.6726392131682201,0.2857142857142857,0.8208377361297607,0.8559643626213074,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,12,2,0.0,0.23847695390781562,0.18317070220681322,0.4,0.4959694989106753,0.5381118911965059,0.6726392131682201,0.2857142857142857,0.8208377361297607,0.8559643626213074,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,6,0,0.0,0.23847695390781562,0.13445273575332964,0.31884057971014496,0.39415061799367634,0.48375825654894894,0.5955540348512603,0.21568627450980393,0.8042110204696655,0.8440558910369873,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,6,1,0.0,0.23847695390781562,0.13445273575332964,0.31884057971014496,0.39415061799367634,0.48375825654894894,0.5955540348512603,0.21568627450980393,0.8042110204696655,0.8440558910369873,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,6,2,0.0,0.23847695390781562,0.13445273575332964,0.31884057971014496,0.39415061799367634,0.48375825654894894,0.5955540348512603,0.21568627450980393,0.8042110204696655,0.8440558910369873,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,18,0,0.0,0.23246492985971945,0.2683872404036398,0.4999999999999999,0.7072562358276645,0.6583935983146961,0.6944177271101154,0.38235294117647056,0.8892025947570801,0.9206893444061279,4.0,4.0,1.0,1.0,1.0,0.5,1.0,0.0,4.0,3.0
Qwen3-Next-80B,js,29,18,1,0.0,0.23246492985971945,0.2683872404036398,0.4999999999999999,0.7072562358276645,0.6583935983146961,0.6944177271101154,0.38235294117647056,0.8892025947570801,0.9206893444061279,4.0,4.0,1.0,1.0,1.0,0.5,1.0,0.0,4.0,3.0
Qwen3-Next-80B,js,29,18,2,0.0,0.23246492985971945,0.2683872404036398,0.4999999999999999,0.7072562358276645,0.6583935983146961,0.6944177271101154,0.38235294117647056,0.8892025947570801,0.9206893444061279,3.0,3.0,1.0,0.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,js,29,15,0,0.0,0.23847695390781562,0.1440259001759199,0.3380281690140845,0.4461319411485525,0.5047857524765894,0.5971495622550252,0.2264150943396226,0.8100939989089966,0.8463793396949768,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,15,1,0.0,0.23847695390781562,0.1440259001759199,0.3380281690140845,0.4461319411485525,0.5047857524765894,0.5971495622550252,0.2264150943396226,0.8100939989089966,0.8463793396949768,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,15,2,0.0,0.23847695390781562,0.1440259001759199,0.3380281690140845,0.4461319411485525,0.5047857524765894,0.5971495622550252,0.2264150943396226,0.8100939989089966,0.8463793396949768,4.0,4.0,1.0,1.0,0.95,1.0,0.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,13,0,0.0,0.004008016032064128,0.19555687445688397,0.4888888888888889,0.4700686518868337,0.5599099173947684,0.5600222794941201,0.40740740740740744,0.8385655283927917,0.8790687918663025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-Next-80B,js,29,13,1,0.0,0.004008016032064128,0.19555687445688397,0.4888888888888889,0.4700686518868337,0.5599099173947684,0.5600222794941201,0.40740740740740744,0.8385655283927917,0.8790687918663025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Qwen3-Next-80B,js,29,13,2,0.0,0.004008016032064128,0.19555687445688397,0.4888888888888889,0.4700686518868337,0.5599099173947684,0.5600222794941201,0.40740740740740744,0.8385655283927917,0.8790687918663025,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-Next-80B,js,29,9,0,0.0,0.23847695390781562,0.41261520349079434,0.6829268292682927,0.7395201323772753,0.7192434031488092,0.6878914576350905,0.6086956521739131,0.934012234210968,0.9491686820983887,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,9,1,0.0,0.23847695390781562,0.41261520349079434,0.6829268292682927,0.7395201323772753,0.7192434031488092,0.6878914576350905,0.6086956521739131,0.934012234210968,0.9491686820983887,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,9,2,0.0,0.23847695390781562,0.41261520349079434,0.6829268292682927,0.7395201323772753,0.7192434031488092,0.6878914576350905,0.6086956521739131,0.934012234210968,0.9491686820983887,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,4,0,0.0,0.23847695390781562,0.1289910935914641,0.3116883116883117,0.43401976175085416,0.4652872470348962,0.594643761157616,0.2033898305084746,0.7814264893531799,0.8325018286705017,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,4,1,0.0,0.23847695390781562,0.1289910935914641,0.3116883116883117,0.43401976175085416,0.4652872470348962,0.594643761157616,0.2033898305084746,0.7814264893531799,0.8325018286705017,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,4,2,0.0,0.23847695390781562,0.1289910935914641,0.3116883116883117,0.43401976175085416,0.4652872470348962,0.594643761157616,0.2033898305084746,0.7814264893531799,0.8325018286705017,4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,14,0,0.0,0.23847695390781562,0.1818958799213559,0.5106382978723404,0.4744570773567955,0.47852022545606476,0.5958854679701737,0.3793103448275862,0.8301750421524048,0.8437451124191284,4.0,4.0,1.0,1.0,0.95,0.95,1.0,1.0,3.0,3.0
Qwen3-Next-80B,js,29,14,1,0.0,0.23847695390781562,0.1818958799213559,0.5106382978723404,0.4744570773567955,0.47852022545606476,0.5958854679701737,0.3793103448275862,0.8301750421524048,0.8437451124191284,4.0,4.0,1.0,1.0,0.95,0.95,1.0,1.0,3.0,3.0
Qwen3-Next-80B,js,29,14,2,0.0,0.23847695390781562,0.1818958799213559,0.5106382978723404,0.4744570773567955,0.47852022545606476,0.5958854679701737,0.3793103448275862,0.8301750421524048,0.8437451124191284,4.0,4.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,js,29,5,0,0.0,0.23847695390781562,0.43280152762708535,0.7000000000000001,0.7435392635314996,0.722130554531819,0.691255844991139,0.6363636363636364,0.9449295997619629,0.9598771333694458,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,5,1,0.0,0.23847695390781562,0.43280152762708535,0.7000000000000001,0.7435392635314996,0.722130554531819,0.691255844991139,0.6363636363636364,0.9449295997619629,0.9598771333694458,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,29,5,2,0.0,0.23847695390781562,0.43280152762708535,0.7000000000000001,0.7435392635314996,0.722130554531819,0.691255844991139,0.6363636363636364,0.9449295997619629,0.9598771333694458,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,29,19,0,0.0,0.23847695390781562,0.1755035418383632,0.5,0.47198594674556216,0.4988578722422228,0.6178085840368014,0.3666666666666667,0.8467988967895508,0.855750322341919,4.0,4.0,1.0,1.0,0.95,0.95,1.0,1.0,3.0,3.0
Qwen3-Next-80B,js,29,19,1,0.0,0.23847695390781562,0.1755035418383632,0.5,0.47198594674556216,0.4988578722422228,0.6178085840368014,0.3666666666666667,0.8467988967895508,0.855750322341919,4.0,4.0,1.0,1.0,0.95,0.95,1.0,1.0,3.0,3.0
Qwen3-Next-80B,js,29,19,2,0.0,0.23847695390781562,0.1755035418383632,0.5,0.47198594674556216,0.4988578722422228,0.6178085840368014,0.3666666666666667,0.8467988967895508,0.855750322341919,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,js,31,0,0,0.0,0.718562874251497,0.2555847234761915,0.6753246753246753,0.6371459792677621,0.40708847034440565,0.4849880893401613,0.5238095238095238,0.884530782699585,0.8757083415985107,4.0,3.0,0.0,0.0,0.95,0.95,0.0,0.0,3.0,2.0
Qwen3-Next-80B,js,31,0,1,0.0,0.718562874251497,0.2555847234761915,0.6753246753246753,0.6371459792677621,0.40708847034440565,0.4849880893401613,0.5238095238095238,0.884530782699585,0.8757083415985107,3.0,3.0,0.0,0.0,0.95,0.95,0.0,0.0,3.0,2.0
Qwen3-Next-80B,js,31,0,2,0.0,0.718562874251497,0.2555847234761915,0.6753246753246753,0.6371459792677621,0.40708847034440565,0.4849880893401613,0.5238095238095238,0.884530782699585,0.8757083415985107,3.0,4.0,0.0,0.0,0.95,0.95,0.0,0.0,3.0,0.0
Qwen3-Next-80B,js,31,1,0,1.0,1.0,0.2826544643088026,0.7391304347826089,0.7855712378409307,0.5382023185168606,0.6294323097080327,0.64,0.8931708931922913,0.8969957828521729,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
Qwen3-Next-80B,js,31,1,1,1.0,1.0,0.2826544643088026,0.7391304347826089,0.7855712378409307,0.5382023185168606,0.6294323097080327,0.64,0.8931708931922913,0.8969957828521729,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
